项目名称,负责人工号,承担单位,开始时间,立项年度,项目结束时间,项目子类,甲方单位,合同金额,科研认领金额,财务上账金额,审核状态,立项途径,合同状态
Ku波段行波管高频慢波系统设计,5224730,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2018-12-31,技术开发,中国电子科技集团第十二研究所,11.7,11.7,11.7,财务通过，立项完成,直接立项,进行中
P波段多注速调管高频系统和输能窗设计,5224730,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2018-12-31,技术开发,中国电子科技集团第十二研究所,11,11,11,财务通过，立项完成,直接立项,进行中
城市住宅土地使用权期限届满续期缴费对购房者的福利影响研究,7120662,公共管理学院,2018-09-01,2018,2019-08-31,咨询/外币结算,北京大学科技开发部,6.5,6.5,6.31068,财务通过，立项完成,直接立项,进行中
用于管式等离子体的微波头技术,7120639,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2019-08-31,技术开发,四川英杰电气股份有限公司,5,5,4.854369,财务通过，立项完成,直接立项,进行中
XXX目标识别技术,7090601,计算机科学与工程学院（网络空间安全学院）,2018-09-01,2018,2019-03-30,技术开发,XXX地面站,30,30,29.126214,财务通过，立项完成,直接立项,进行中
单基测角被动定位技术研究合同,5231065,航空航天学院,2018-09-01,2018,2018-12-01,技术开发,上海机电工程研究所,19,19,18.446602,财务通过，立项完成,直接立项,进行中
运营监控外部监测专题报告编制技术服务,7110822,经济与管理学院,2018-09-01,2018,2018-12-31,咨询/外币结算,国网四川省电力公司电力科学研究院,45,45,43.68932,财务通过，立项完成,直接立项,进行中
前锋智能厨电物联网云平台,7100796,自动化工程学院,2018-09-01,2018,2019-12-31,技术开发,成都前锋电子有限责任公司,55,40,38.834951,财务通过，立项完成,直接立项,进行中
烤箱LED灯关键材料与温度控制技术研究,5224900,材料与能源学院,2018-09-01,2018,2022-09-09,技术开发,扬州宝玛电子有限公司,30,0,0,学校通过,直接立项,撤项
高功率、高效率数字功放技术研究合作项目,7110824,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2019-12-01,技术开发,华为技术有限公司,33.99,33.99,33,财务通过，立项完成,直接立项,进行中
行波管离子噪声机制的仿真研究,7080641,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2018-11-30,技术开发,中国科学院电子学研究所,50,50,48.543689,财务通过，立项完成,直接立项,进行中
等离子体手术刀研究与技术支持,5230757,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2018-12-31,技术开发,成都美创医疗科技股份有限公司,10,10,9.708738,财务通过，立项完成,直接立项,进行中
面向汽车电子的代码安全技术研究与实现,7100835,计算机科学与工程学院（网络空间安全学院）,2018-09-01,2018,2020-02-28,技术开发,上海汽车集团股份有限公司技术中心,50,40,38.834952,财务通过，立项完成,直接立项,进行中
压控型高脉冲功率半导体开关器件瞬态输运机理与关键技术研究,7100624,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2018-09-30,技术开发,北京理工大学,10,10,9.708738,财务通过，立项完成,直接立项,进行中
工业工程改造与工艺优化,7080759,航空航天学院,2018-09-01,2018,2019-08-31,技术开发,成都麦隆电气有限公司,10,5,4.854369,财务通过，立项完成,直接立项,进行中
X射线成像采传系统模组FPGA程序开发,5230783,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2019-03-01,技术开发,吉林省锐意美科技有限公司,70,28,27.184466,财务通过，立项完成,直接立项,进行中
基于多源数据深度学习的高压线检测系统研究与开发,7070685,信息与通信工程学院,2018-09-01,2018,2019-09-30,技术开发,中国航空工业集团公司雷华电子技术研究所,15,15,15,财务通过，立项完成,直接立项,进行中
基于Pin管的高性能器件技术研究,7060743,电子科学与工程学院（示范性微电子学院）,2018-09-01,2018,2019-06-30,技术开发,华为技术有限公司,33.99,33.99,33,财务通过，立项完成,直接立项,进行中
智能变电站二次设备运行维护关键技术研究,7090624,机械与电气工程学院,2018-09-01,2018,2019-09-30,技术开发,南京南瑞继保工程技术有限公司,12,12,11.650485,财务通过，立项完成,直接立项,进行中
基于新工艺的超薄高压MOS型器件研究,5224631,电子科学与工程学院（示范性微电子学院）,2018-08-31,2018,2021-08-31,技术开发,四川蓝彩电子科技有限公司,41,38.75,38.75,财务通过，立项完成,直接立项,进行中
射频综合测试数字中频模块,5224481,自动化工程学院,2018-08-31,2018,2019-02-01,技术开发,南京国睿安泰信科技股份有限公司,70,0,0,学校通过,直接立项,进行中
大惯量直驱式机电伺服系统自抗扰控制技术研究,7190663,航空航天学院,2018-08-31,2018,2019-12-31,技术开发,中国航天科技集团公司烽火机械厂,45,22.5,21.84466,财务通过，立项完成,直接立项,进行中
模块化光学射频融合末制导应用技术研究,7182802,信息与通信工程学院,2018-08-31,2018,2019-12-31,技术开发,中国航天科技集团公司第一研究院,19.5,19.5,18.932039,财务通过，立项完成,直接立项,进行中
MAP短信分析软件,7070640,计算机科学与工程学院（网络空间安全学院）,2018-08-30,2018,2018-12-30,技术开发,电信科学技术第五研究所,20,20,19.417476,财务通过，立项完成,直接立项,进行中
2-18GHz微波分系统,7090623,电子科学与工程学院（示范性微电子学院）,2018-08-30,2018,2020-11-30,技术开发,四川九洲电器集团有限责任公司,20,20,20,财务通过，立项完成,直接立项,进行中
动态知识管理技术,7130600,信息与软件工程学院（示范性软件学院）,2018-08-30,2018,2019-04-30,技术开发,中国电子科技集团公司第五十四研究所,21,21,20.38835,财务通过，立项完成,直接立项,进行中
咨询服务合同《大数据视域下西部少数民族地区体育公共服务供给的困境与改革路径研究》,5224938,体育部,2018-08-30,2018,2021-06-01,咨询/外币结算,成都宏映文化传播有限责任公司,8,8,8,财务通过，立项完成,直接立项,进行中
8mm和3mm波段定标辐射计,5224300,电子科学与工程学院（示范性微电子学院）,2018-08-30,2018,2020-09-01,技术开发,中国电子科技集团公司第二十九研究所,72,68.4,68.4,财务通过，立项完成,直接立项,进行中
硬X射线探测器,5221282,光电科学与工程学院,2018-08-29,2018,2020-08-30,技术开发,中国工程物理研究院物资部,4.65,4.65,4.514563,财务通过，立项完成,直接立项,进行中
成都民营企业成本分析研究,7100709,学报编辑部,2018-08-28,2018,2018-11-30,技术开发,中共成都市委政策研究室（市委改革办）,6,6,5.825243,财务通过，立项完成,直接立项,进行中
玻璃基自主驱动技术开发,7130687,电子科学与工程学院（示范性微电子学院）,2018-08-27,2018,2019-09-30,技术开发,京东方科技集团股份有限公司,133,106.4,103.300971,财务通过，立项完成,直接立项,进行中
电子科技大学EMBA/MBA众创空间,7060665,经济与管理学院,2018-08-27,2018,2021-12-31,咨询/外币结算,四川省电子信息产业技术研究院有限公司,355,355,344.660194,财务通过，立项完成,直接立项,进行中
支持成都本土民营企业做大做强研究,7110822,经济与管理学院,2018-08-25,2018,2018-11-30,咨询/外币结算,中共成都市委政策研究室（市委改革办）,6,6,5.825243,财务通过，立项完成,直接立项,进行中
X波段低成本有源射频前端技术研究,6186852,电子科学与工程学院（示范性微电子学院）,2018-08-25,2018,2019-06-30,技术开发,中国电子科技集团公司第十四研究所,275,41.25,41.25,财务通过，立项完成,直接立项,进行中
38GHz无线通信系统,7110620,电子科学与工程学院（示范性微电子学院）,2018-08-24,2018,2023-12-31,技术开发,中车青岛四方机车车辆股份有限公司,154,138.6,119.482758,财务通过，立项完成,直接立项,进行中
汽车论坛数据处理,7090601,计算机科学与工程学院（网络空间安全学院）,2018-08-24,2018,2018-12-31,技术开发,广州市佩升前研市场信息咨询股份有限公司,17.5,17.5,16.990291,财务通过，立项完成,直接立项,进行中
多波束发射相控阵非线性功分导致的交调问题解决方案及仿真验证,5222777,电子科学与工程学院（示范性微电子学院）,2018-08-23,2018,2020-12-31,技术开发,北京空间飞行器总体设计部,10,9,8.737864,财务通过，立项完成,直接立项,进行中
人脸识别处理算法模块开发,7080736,自动化工程学院,2018-08-23,2018,2019-08-05,技术开发,四川易诚智讯科技有限公司,21,21,20.38835,财务通过，立项完成,直接立项,进行中
射频链路模块研制,7181704,电子科学与工程学院（示范性微电子学院）,2018-08-22,2018,2018-09-30,技术开发,北京空间飞行器总体设计部,14,12.6,12.23301,财务通过，立项完成,直接立项,进行中
面向EDA的智能网表分析预研项目,7150631,自动化工程学院,2018-08-20,2018,2019-08-19,技术开发,成都俱进电子有限公司,30,0,0,学校通过,直接立项,进行中
专利（软著、论文）查询及核定技术开发,5230597,计算机科学与工程学院（网络空间安全学院）,2018-08-20,2018,2018-10-30,技术开发,宁波市新世纪科技评估中心,7.5,7.5,7.5,财务通过，立项完成,直接立项,进行中
多星分布式相参雷达技术,5224455,信息与通信工程学院,2018-08-20,2018,2019-12-30,技术开发,西安空间无线电技术研究所,20,12,12,财务通过，立项完成,直接立项,进行中
医学妇科白带镜检智能检测解决方案研发,7080752,光电科学与工程学院,2018-08-19,2018,2020-08-31,技术开发,江苏佰思瑞生物科技有限公司,316,200,200,财务通过，立项完成,直接立项,进行中
节能型电磁线圈最优化设计技术及产业化,5224900,材料与能源学院,2018-08-18,2018,2020-09-09,技术开发,扬州宝玛电子有限公司,30,30,29.126214,财务通过，立项完成,直接立项,进行中
社区技防项目总体设计,8210649,公共安全信息和装备集成技术研究中心,2018-08-17,2018,2019-08-30,技术开发,成都电科慧安科技有限公司,20,20,19.417476,财务通过，立项完成,直接立项,进行中
基于整机系统互连的连接器统型结构与尺寸设计仿真分析技术研究,7110777,机械与电气工程学院,2018-08-17,2018,2018-12-31,技术开发,国营第七九六厂,30,30,30,财务通过，立项完成,直接立项,进行中
IGBT功率测试系统应用平台委托开发合同,7140673,自动化工程学院,2018-08-17,2018,2021-03-31,技术开发,中国振华集团永光电子有限公司（国营第八七三厂）,72,50,48.543689,财务通过，立项完成,直接立项,进行中
可生物降解聚酯酰胺合成技术,7070696,材料与能源学院,2018-08-16,2018,2019-12-31,技术开发,东莞市江南现代信息研究院有限公司,100,30,29.126214,财务通过，立项完成,直接立项,进行中
实物化虚拟数据承载网络技术系统的研究与开发,7110813,信息与通信工程学院,2018-08-15,2018,2019-12-31,技术开发,四川易诚智讯科技有限公司,70,0,0,学校通过,直接立项,撤项
热像仪性能检测技术开发合同,8220659,光电科学与工程学院,2018-08-15,2018,2019-08-15,技术开发,武汉博宇光电系统有限责任公司,3.2,0,0,学校通过,直接立项,进行中
热像仪性能检测技术开发合同,8220659,光电科学与工程学院,2018-08-15,2018,2019-08-15,技术开发,中国电子科技集团公司第十一研究所,3.89,0,0,学校通过,直接立项,进行中
